Player,School,Conf,G,Passing_Cmp,Passing_Att,Passing_Pct,Passing_Yds,Passing_Y/A,Passing_AY/A,Passing_TD,Passing_Int,Passing_Rate,Rushing_Att,Rushing_Yds,Rushing_Avg,Rushing_TD,Seasons,Delta_G,Delta_Passing_Cmp,Delta_Passing_Att,Delta_Passing_Pct,Delta_Passing_Yds,Delta_Passing_Y/A,Delta_Passing_AY/A,Delta_Passing_TD,Delta_Passing_Int,Delta_Passing_Rate,Delta_Rushing_Att,Delta_Rushing_Yds,Delta_Rushing_Avg,Delta_Rushing_TD,Rating,Year,Player,Pos,Age,AV,School,Height,Wt,40YD,Vertical,BenchReps,Broad Jump,3Cone,Shuttle,Team,Round,Pick,Draftyear
James Brown,Texas,Big 12,10.0,133.0,267.0,49.8,1676.0,6.3,4.8,5.0,11.0,100.5,41.0,29.0,0.7,1.0,1,,,,,,,,,,,,,,,63.333333333333336,2012,James Brown,OG,23.0,1.0,Troy,75,306,5.19,25.5,24.0,102.0,7.7,4.78,,,,
Daniel Jeremiah,Louisiana-Monroe,Ind,10.0,120.0,229.0,52.4,1450.0,6.3,5.7,9.0,7.0,112.4,45.0,96.0,2.1,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dan O'Dell,San Jose State,WAC,9.0,87.0,180.0,48.3,1130.0,6.3,5.2,13.0,10.0,113.8,49.0,50.0,1.0,2.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zebbie Lethridge,Texas Tech,Big 12,11.0,134.0,261.0,51.3,1622.0,6.2,6.0,6.0,4.0,108.1,107.0,133.0,1.2,7.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad Plummer,Cincinnati,CUSA,12.0,87.0,190.0,45.8,1176.0,6.2,4.5,6.0,10.0,97.7,149.0,606.0,4.1,7.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jason McKinley,Houston,CUSA,11.0,195.75,346.25,56.4,2173.5,6.2749999999999995,5.375,11.5,11.75,112.775,36.25,-104.25,-3.425,0.25,4,0.0,28.333333333333332,38.0,1.900000000000001,262.0,0.06666666666666672,0.16666666666666666,1.6666666666666667,0.6666666666666666,3.299999999999997,14.666666666666666,-7.333333333333333,0.6666666666666666,,,,,,,,,,,,,,,,,,,,
Jeff Watson,Baylor,Big 12,11.0,143.0,260.0,55.0,1550.0,6.0,5.0,5.0,8.0,105.3,76.0,43.0,0.6,3.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brian Vye,San Jose State,WAC,10.0,78.0,169.0,46.2,1019.0,6.0,5.0,5.0,6.0,99.5,63.0,135.0,2.1,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mike McMahon,Rutgers,Big East,10.0,138.66666666666666,276.0,50.20000000000001,1873.0,6.733333333333333,5.133333333333333,12.0,15.0,109.7,59.666666666666664,64.33333333333333,0.9333333333333332,2.3333333333333335,3,0.5,32.5,64.0,0.3000000000000007,449.0,0.19999999999999973,0.6000000000000001,6.0,2.5,6.75,9.5,113.0,1.65,0.5,,2001,Mike McMahon,QB,22.0,6.0,Rutgers,74,207,4.57,37.5,,124.0,7.12,4.12,Detroit Lions ,5.0,149.0,2001.0
Dan Gonzalez,East Carolina,CUSA,11.0,253.0,431.0,58.7,2510.0,5.8,5.5,16.0,10.0,115.2,75.0,-91.0,-1.2,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Billy Volek,Fresno State,WAC,11.666666666666666,188.0,311.3333333333333,60.03333333333334,2128.3333333333335,6.866666666666666,7.433333333333334,19.0,4.0,134.46666666666667,58.333333333333336,-59.333333333333336,-1.0666666666666667,3.0,3,0.0,28.5,18.5,5.100000000000001,353.0,0.7000000000000002,1.25,6.5,-1.5,17.050000000000004,-14.5,19.0,-0.050000000000000044,0.5,,,,,,,,,,,,,,,,,,,
Damian Allen,Vanderbilt,SEC,11.0,128.0,283.0,45.2,1544.0,5.5,4.4,8.0,10.0,93.3,104.0,184.0,1.8,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tim Alexander,Oregon State,Pac-10,11.0,157.0,327.0,48.0,1745.0,5.3,3.8,6.0,14.0,90.3,127.0,288.0,2.3,2.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jeff Dover,Texas Christian,WAC,10.0,97.0,199.0,48.7,1063.0,5.3,4.9,5.0,4.0,97.9,29.0,-109.0,-3.8,2.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bobby Campbell,Duke,ACC,10.0,93.0,191.0,48.65,1062.0,5.55,3.8,4.0,9.0,92.3,45.5,71.5,1.55,3.0,2,2.0,16.0,30.0,0.7000000000000028,274.0,0.5,1.8000000000000003,4.0,-2.0,15.0,-15.0,-21.0,0.10000000000000009,-2.0,,,,,,,,,,,,,,,,,,,
David Neill,Nevada,Big West,10.0,190.75,344.0,55.199999999999996,2725.75,7.875,7.875,18.25,8.25,134.175,87.75,190.25,2.2,3.5,4,0.0,-20.333333333333332,-29.333333333333332,-1.2999999999999996,-443.6666666666667,-0.6333333333333334,-0.8333333333333334,-6.0,-1.3333333333333333,-10.900000000000006,6.0,72.33333333333333,0.7333333333333334,0.3333333333333333,,,,,,,,,,,,,,,,,,,
Jarious Jackson,Notre Dame,Ind,11.5,144.0,252.0,56.75,2246.5,9.0,8.5,15.0,10.0,144.9,126.5,452.5,3.5999999999999996,5.0,2,1.0,80.0,128.0,2.9000000000000057,1013.0,-0.6000000000000014,-1.3999999999999995,4.0,8.0,-9.199999999999989,27.0,23.0,-0.6000000000000001,4.0,,2000,Jarious Jackson,QB,22.0,0.0,Notre Dame,72,226,4.68,,,109.0,,,Denver Broncos ,7.0,214.0,2000.0
Major Applewhite,Texas,Big 12,11.0,194.0,339.6666666666667,56.9,2658.0,8.0,7.866666666666667,19.0,9.0,137.5666666666667,37.666666666666664,-94.0,-2.433333333333333,0.6666666666666666,3,-1.0,-3.5,3.0,-1.8500000000000014,-144.5,-0.6000000000000001,-0.2999999999999998,0.0,-2.0,-5.75,-2.5,-5.0,-0.3500000000000001,0.0,,,,,,,,,,,,,,,,,,,
Chris Weinke,Florida State,ACC,11.0,214.33333333333334,364.6666666666667,57.96666666666667,3252.3333333333335,8.866666666666665,9.033333333333333,25.666666666666668,10.333333333333334,149.9,36.0,-124.66666666666667,-3.4333333333333336,0.6666666666666666,3,1.0,60.5,72.5,5.5,840.0,0.5,0.5,7.0,2.5,10.799999999999997,-8.5,35.5,0.19999999999999996,-1.0,,2001,Chris Weinke,QB,28.0,9.0,Florida State,76,226,5.2,,,,,,Carolina Panthers ,4.0,106.0,2001.0
Quincy Carter,Georgia,SEC,11.0,196.0,335.0,58.75,2598.5,7.85,7.65,14.5,7.5,134.25,100.5,269.5,2.7,4.5,2,0.0,40.0,90.0,-3.9000000000000057,229.0,-1.5,-0.7000000000000002,5.0,-3.0,-11.699999999999989,3.0,-29.0,-0.3999999999999999,1.0,,2001,Quincy Carter,QB,23.0,17.0,Georgia,74,225,4.58,35.5,,113.0,7.12,4.12,Dallas Cowboys ,2.0,53.0,2001.0
Scott Covington,Miami (FL),Big East,11.0,159.0,270.0,58.9,2301.0,8.5,8.6,19.0,8.0,147.8,45.0,-192.0,-4.3,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
David Garrard,East Carolina,CUSA,11.0,166.5,292.25,57.199999999999996,2257.25,7.749999999999999,7.2749999999999995,15.0,9.75,132.575,129.0,302.25,2.325,5.25,4,0.0,2.3333333333333335,11.666666666666666,-1.6666666666666667,52.0,-0.16666666666666638,-0.2999999999999998,-0.3333333333333333,0.6666666666666666,-4.300000000000002,-3.6666666666666665,10.0,0.13333333333333322,1.3333333333333333,77.0,2002,David Garrard,QB,24.0,70.0,East Carolina,74,235,4.82,33.5,,111.0,7.35,4.26,Jacksonville Jaguars ,4.0,108.0,2002.0
Kevin Feterik,Brigham Young,WAC,12.0,239.5,394.0,60.7,3136.0,8.0,7.85,20.5,10.5,139.55,97.0,-94.0,-0.95,2.0,2,-2.0,75.0,116.0,1.1999999999999957,836.0,-0.1999999999999993,-0.6999999999999993,9.0,9.0,-1.299999999999983,-18.0,34.0,0.09999999999999998,-2.0,,,,,,,,,,,,,,,,,,,
Tee Martin,Tennessee,SEC,11.5,159.0,286.0,55.7,2240.5,7.85,7.8,15.5,7.5,134.7,92.0,302.0,3.3499999999999996,8.0,2,-1.0,12.0,38.0,-3.1999999999999957,153.0,-0.5,-1.4000000000000004,-7.0,3.0,-19.400000000000006,-22.0,30.0,1.1,2.0,,2000,Tee Martin,QB,21.0,0.0,Tennessee,74,227,4.58,34.5,,113.0,,,Pittsburgh Steelers ,5.0,163.0,2000.0
Scott Mutryn,Boston College,Big East,11.0,171.0,286.0,59.8,2218.0,7.8,6.9,12.0,11.0,131.1,82.0,80.0,1.0,4.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andrew Zow,Alabama,SEC,10.666666666666666,137.0,256.3333333333333,53.4,1776.3333333333333,6.933333333333334,5.8999999999999995,9.666666666666666,10.0,116.09999999999998,46.333333333333336,-31.333333333333332,-0.7333333333333334,1.3333333333333333,3,-0.5,-11.5,-3.5,-3.849999999999998,-204.0,-0.7000000000000002,-1.5499999999999998,-2.5,3.5,-15.799999999999997,0.0,70.5,1.35,-2.0,,,,,,,,,,,,,,,,,,,
Wayne Madkin,Mississippi State,SEC,11.333333333333334,123.0,234.0,52.26666666666667,1774.6666666666667,7.6000000000000005,6.633333333333333,9.666666666666666,9.333333333333334,122.0,60.333333333333336,47.333333333333336,0.6666666666666666,2.3333333333333335,3,-0.5,21.0,23.5,3.9499999999999993,188.0,0.04999999999999982,0.050000000000000266,-1.5,-0.5,1.7000000000000028,4.0,107.5,0.6,-2.0,,,,,,,,,,,,,,,,,,,
Mike Moschetti,Colorado,Big 12,10.5,183.0,303.5,60.150000000000006,2398.5,7.85,7.6,16.5,9.5,138.14999999999998,93.0,35.0,0.5,3.5,2,-1.0,42.0,55.0,2.8999999999999986,589.0,0.5,0.0,3.0,5.0,5.099999999999994,-16.0,180.0,2.0,3.0,,,,,,,,,,,,,,,,,,,
Deontey Kenner,Cincinnati,CUSA,10.0,170.66666666666666,317.6666666666667,53.666666666666664,2127.6666666666665,6.766666666666667,5.633333333333333,10.0,12.333333333333334,112.7,37.0,79.33333333333333,1.6333333333333335,2.6666666666666665,3,0.0,4.0,17.0,-1.75,-70.5,-0.6499999999999999,-0.15000000000000036,2.0,-2.0,-3.6499999999999986,3.5,-7.0,-0.30000000000000004,-4.0,,,,,,,,,,,,,,,,,,,
John Welsh,Idaho,Big West,10.333333333333334,177.33333333333334,288.3333333333333,60.36666666666667,2257.6666666666665,7.766666666666667,7.266666666666667,17.0,10.666666666666666,137.8,57.0,46.666666666666664,1.0333333333333334,0.3333333333333333,3,1.0,42.5,51.0,5.300000000000004,414.0,0.10000000000000009,0.9500000000000002,3.5,-2.5,10.250000000000007,2.5,-117.0,-2.6500000000000004,-1.0,,,,,,,,,,,,,,,,,,,
Walter Church,Eastern Michigan,MAC,10.0,209.66666666666666,362.0,57.73333333333333,2330.3333333333335,6.466666666666666,5.7,10.666666666666666,10.666666666666666,115.66666666666667,48.333333333333336,-87.66666666666667,-2.1333333333333333,1.0,3,1.0,12.5,22.0,-0.1999999999999993,-162.0,-0.8500000000000001,-0.6000000000000001,-1.0,-2.0,-7.149999999999999,-12.0,2.5,-0.6999999999999998,-0.5,,,,,,,,,,,,,,,,,,,
Tom Brady,Michigan,Big Ten,11.5,190.0,309.0,61.45,2322.0,7.5,7.35,15.0,8.0,135.55,44.0,-68.0,-1.4,1.5,2,-1.0,-20.0,-28.0,-0.8999999999999986,-210.0,0.0,0.7000000000000002,2.0,-4.0,4.900000000000006,-20.0,74.0,0.9999999999999999,-1.0,95.71428571428571,2000,Tom Brady,QB,22.0,300.0,Michigan,76,211,5.28,24.5,,99.0,7.2,4.38,New England Patriots ,6.0,199.0,2000.0
Carson Palmer,USC,Pac-10,12.5,222.0,379.0,58.0,2832.0,7.449999999999999,6.925,17.25,11.5,128.525,62.0,-49.75,-1.1,2.0,4,0.0,59.666666666666664,84.66666666666667,2.633333333333335,729.0,0.19999999999999987,0.5333333333333332,8.666666666666666,1.3333333333333333,8.766666666666666,1.0,-2.0,0.03333333333333351,1.0,83.5,2003,Carson Palmer,QB,23.0,141.0,USC,77,232,4.65,,,,,,Cincinnati Bengals ,1.0,1.0,2003.0
Kevin Thompson,Penn State,Big Ten,11.5,127.0,234.0,54.25,1803.5,7.7,6.85,9.5,8.5,124.95,35.0,-36.0,-0.9500000000000001,1.0,2,1.0,12.0,16.0,1.5,225.0,0.40000000000000036,0.8999999999999995,7.0,1.0,13.700000000000017,-6.0,86.0,2.3000000000000003,-2.0,,,,,,,,,,,,,,,,,,,
Tony Lindsay,Oklahoma State,Big 12,11.0,97.0,196.0,49.5,1442.0,7.4,6.7,7.0,6.0,117.0,151.0,592.0,3.9,10.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zac Wegner,Kansas,Big 12,9.0,91.0,186.0,48.9,1367.0,7.3,6.7,7.0,6.0,116.6,39.0,-24.0,-0.6,2.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bill Burke,Michigan State,Big Ten,12.0,184.0,335.0,54.95,2404.5,7.15,6.449999999999999,19.5,14.0,126.0,57.0,-226.5,-4.0,0.5,2,0.0,-22.0,-46.0,0.8999999999999986,-381.0,-0.10000000000000053,-1.2999999999999998,1.0,8.0,-2.5999999999999943,-16.0,53.0,-0.19999999999999973,-1.0,,,,,,,,,,,,,,,,,,,
Mike Bath,Miami (OH),MAC,11.0,145.0,296.0,49.23333333333333,2146.6666666666665,7.366666666666667,6.599999999999999,16.333333333333332,12.666666666666666,121.46666666666665,74.33333333333333,151.0,1.8666666666666665,2.0,3,0.0,40.5,87.5,-1.25,457.5,-0.4500000000000002,-0.7999999999999998,0.5,4.5,-9.449999999999996,-1.0,9.5,0.15000000000000036,-3.0,,,,,,,,,,,,,,,,,,,
Ryan Eslinger,Colorado State,WAC,12.0,206.0,336.0,61.3,2386.0,7.1,6.5,14.0,11.0,128.2,56.0,38.0,0.7,4.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steve Birnbaum,Washington State,Pac-10,10.5,144.0,271.0,52.6,1849.5,6.85,6.05,8.5,8.0,114.05,34.5,-142.0,-4.1,1.0,2,1.0,60.0,72.0,8.200000000000003,345.0,-0.5,1.0999999999999996,5.0,-6.0,13.099999999999994,1.0,32.0,0.9999999999999996,,,,,,,,,,,,,,,,,,,,
Drew Brees,Purdue,Big Ten,12.333333333333334,335.6666666666667,545.0,61.53333333333333,3853.3333333333335,7.1000000000000005,6.966666666666666,30.0,14.666666666666666,133.70000000000002,81.0,297.0,3.5,4.0,3,-0.5,-26.0,-28.5,-1.5,-157.5,0.10000000000000009,0.1499999999999999,-6.5,-4.0,-2.6000000000000085,13.0,164.0,1.35,1.0,94.42857142857143,2001,Drew Brees,QB,22.0,277.0,Purdue,72,213,4.83,32.0,,105.0,7.09,4.21,San Diego Chargers ,2.0,32.0,2001.0
Cleo Lemon,Arkansas State,Ind,11.0,153.66666666666666,307.6666666666667,49.833333333333336,2084.6666666666665,6.733333333333334,6.466666666666666,14.0,8.333333333333334,116.83333333333333,48.0,-127.66666666666667,-2.5,0.6666666666666666,3,-0.5,-5.0,-40.5,4.600000000000001,-378.5,-0.2999999999999998,-0.19999999999999973,-0.5,-1.5,3.4000000000000057,-11.5,96.5,1.25,,,2001,Cleo Lemon,QB,21.0,6.0,Arkansas State,74,226,4.87,35.5,,106.0,7.33,4.27,,,,
Romaro Miller,Ole Miss,SEC,11.0,170.0,306.3333333333333,55.46666666666667,2162.0,7.066666666666666,6.466666666666666,15.0,10.666666666666666,124.13333333333333,43.666666666666664,31.0,1.2,0.6666666666666666,3,0.5,-11.5,-15.5,-0.8999999999999986,-130.5,-0.10000000000000009,0.050000000000000266,3.5,0.5,2.25,-18.0,27.0,1.5,-0.5,,,,,,,,,,,,,,,,,,,
Todd Husak,Stanford,Pac-10,10.5,204.5,377.5,54.6,2890.0,7.8,7.65,17.5,9.0,131.1,39.0,-31.5,-0.6499999999999999,1.5,2,-1.0,-57.0,-139.0,5.0,-404.0,1.799999999999999,1.3000000000000007,1.0,4.0,23.0,-18.0,69.0,1.5,,,2000,Todd Husak,QB,21.0,0.0,Stanford,75,216,5.2,27.5,,99.0,7.17,4.41,Washington Redskins ,6.0,202.0,2000.0
Andre Vige,Louisiana-Monroe,Ind,11.0,136.0,284.0,47.9,1967.0,6.9,6.7,17.0,9.0,119.5,48.0,-145.0,-3.0,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brandon Streeter,Clemson,ACC,11.0,150.0,282.0,53.2,1948.0,6.9,5.6,13.0,14.0,116.5,44.0,-10.0,-0.2,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rob Peters,Texas Tech,Big 12,9.5,100.5,197.0,51.15,1353.0,6.85,6.1,9.0,7.5,116.6,86.5,74.0,0.75,2.5,2,1.0,9.0,28.0,-2.700000000000003,168.0,-0.10000000000000053,-1.6000000000000005,0.0,7.0,-12.0,-37.0,-102.0,-0.8999999999999999,-1.0,,,,,,,,,,,,,,,,,,,
Gavin Hoffman,Northwestern,Big Ten,12.0,176.0,323.0,54.5,2199.0,6.8,5.7,13.0,14.0,116.3,68.0,-155.0,-2.3,2.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matt Lytle,Pitt,Big East,11.0,159.0,306.0,52.0,2092.0,6.8,5.8,16.0,14.0,117.5,116.0,120.0,1.0,3.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chris Kasteler,San Jose State,WAC,10.0,154.0,285.5,53.55,1872.0,6.6,5.85,12.5,11.0,116.69999999999999,56.5,-42.0,-0.49999999999999994,0.0,2,0.0,78.0,129.0,3.1000000000000014,734.0,-0.39999999999999947,-1.2999999999999998,1.0,8.0,-8.200000000000003,19.0,-170.0,-2.8,,,,,,,,,,,,,,,,,,,,
Jermaine Alfred,Baylor,Big 12,10.5,104.0,208.0,50.150000000000006,1249.0,6.050000000000001,4.65,3.0,8.0,98.1,49.5,-17.0,-0.75,2.0,2,1.0,14.0,40.0,-2.8999999999999986,-38.0,-1.2999999999999998,-1.2999999999999998,2.0,2.0,-12.399999999999991,33.0,92.0,2.3,,,,,,,,,,,,,,,,,,,,
James Washington,Akron,MAC,11.0,148.0,300.0,49.3,1958.0,6.5,6.0,8.0,7.0,108.3,86.0,114.0,1.3,2.0,1,,,,,,,,,,,,,,,75.66666666666667,2018,James Washington,WR,21.0,10.0,Oklahoma State,71,213,4.54,34.5,14.0,120.0,7.11,4.32,Pittsburgh Steelers ,2.0,60.0,2018.0
Bart Hendricks,Boise State,Big West,11.0,187.66666666666666,325.6666666666667,57.36666666666667,2636.3333333333335,7.966666666666666,8.166666666666666,23.333333333333332,9.0,142.13333333333333,97.0,282.3333333333333,2.9,5.333333333333333,3,0.5,30.0,34.0,3.3500000000000014,782.5,1.6499999999999995,2.1499999999999995,11.0,1.0,25.799999999999997,-1.0,24.0,0.3500000000000001,2.0,,,,,,,,,,,,,,,,,,,
Antwaan Randle El,Indiana,Big Ten,11.0,132.0,265.0,49.85,1867.25,7.05,6.300000000000001,10.5,9.25,115.20000000000002,214.25,973.75,4.55,11.0,4,0.0,-3.0,-14.0,1.5333333333333339,-27.0,0.2666666666666666,0.6666666666666666,1.0,-2.0,6.899999999999996,-13.0,30.333333333333332,0.4333333333333333,-0.6666666666666666,,2002,Antwaan Randle El,WR,22.0,51.0,Indiana,70,191,4.49,,,,,,Pittsburgh Steelers ,2.0,62.0,2002.0
John Rayborn,UTEP,WAC,11.0,139.0,258.0,53.9,1641.0,6.4,6.2,12.0,6.0,118.0,42.0,58.0,1.4,3.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Billy Cockerham,Minnesota,Big Ten,11.5,119.5,228.0,52.2,1620.5,7.0,5.8,13.0,11.0,119.6,147.5,571.0,3.6500000000000004,6.0,2,1.0,55.0,96.0,2.1999999999999957,941.0,1.1999999999999993,2.4000000000000004,4.0,-2.0,16.0,41.0,520.0,2.5000000000000004,8.0,,,,,,,,,,,,,,,,,,,
Brian Russell,San Diego State,WAC,11.0,123.0,230.0,53.5,1438.0,6.3,5.6,8.0,7.0,111.4,80.0,176.0,2.2,5.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pete Shepherd,Central Michigan,MAC,11.0,161.5,322.0,50.15,2150.0,6.7,5.45,6.5,11.5,105.85,50.0,19.0,0.35,1.0,2,0.0,19.0,-4.0,6.5,290.0,1.0,1.0999999999999996,5.0,1.0,19.299999999999997,-4.0,-54.0,-1.1,-2.0,,,,,,,,,,,,,,,,,,,
Gabe Gross,Auburn,SEC,9.0,88.0,197.0,44.7,1222.0,6.2,4.2,7.0,12.0,96.3,70.0,97.0,1.4,2.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dan Robinson,Hawaii,WAC,12.0,225.5,455.0,48.9,3004.0,6.5,5.85,19.5,15.0,110.45,72.0,-59.0,-0.9,3.0,2,0.0,125.0,202.0,5.799999999999997,1698.0,0.8000000000000007,1.2999999999999998,17.0,6.0,19.5,-24.0,-64.0,-1.2,2.0,,,,,,,,,,,,,,,,,,,
Chris Sanders,SMU,WAC,10.0,99.0,181.0,54.7,1050.0,5.8,4.7,6.0,7.0,106.6,39.0,-96.0,-2.5,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clay Walters,Ball State,MAC,9.0,88.0,172.0,51.2,969.0,5.6,4.3,4.0,7.0,98.0,50.0,35.0,0.7,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael Vick,Virginia Tech,Big East,12.0,105.0,182.0,57.7,2065.0,11.3,11.5,13.0,5.0,171.1,131.0,682.0,5.2,9.0,1,,,,,,,,,,,,,,,83.0,2001,Michael Vick,QB,20.0,112.0,Virginia Tech,72,210,4.33,,,,,,Atlanta Falcons ,1.0,1.0,2001.0
Jonathan Beasley,Kansas State,Big 12,12.0,123.0,258.0,47.05,2220.5,8.65,8.399999999999999,15.5,8.5,133.5,127.0,363.0,2.75,12.5,2,2.0,66.0,110.0,5.5,831.0,-0.5,-0.5999999999999996,3.0,3.0,-2.8000000000000114,44.0,272.0,1.0999999999999996,9.0,,,,,,,,,,,,,,,,,,,
Jay Stuckey,UTEP,WAC,12.0,145.0,225.0,64.4,1918.0,8.5,7.3,15.0,13.0,146.5,63.0,62.0,1.0,3.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keith Smith,Arizona,Pac-10,11.0,131.0,228.0,57.5,1903.0,8.3,7.6,10.0,8.0,135.0,51.0,151.0,3.0,2.0,1,,,,,,,,,,,,,,,61.333333333333336,2000,Keith Smith,RB,7.0,8.0,Arizona,70,207,4.5,,,,,,,,,
Darnell Arceneaux,Utah,MWC,10.0,88.0,167.0,52.65,1358.5,8.1,7.1,8.5,7.5,128.85,63.5,166.0,2.3,1.5,2,2.0,10.0,4.0,4.700000000000003,33.0,0.0,-0.6000000000000005,-3.0,1.0,-2.5,31.0,238.0,2.6,1.0,,,,,,,,,,,,,,,,,,,
Randy McCown,Texas A&M,Big 12,11.0,152.0,295.0,51.5,2374.0,8.0,7.5,14.0,10.0,128.0,80.0,57.0,0.7,2.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K.C. Enzminger,New Mexico State,Big West,11.333333333333334,114.66666666666667,235.66666666666666,48.666666666666664,1647.3333333333333,7.033333333333334,6.633333333333333,11.666666666666666,7.0,117.76666666666667,114.66666666666667,379.6666666666667,3.4,4.0,3,0.5,4.5,-0.5,2.0,-134.0,-0.5499999999999998,-1.1999999999999997,-4.0,1.5,-9.449999999999996,-21.0,-13.5,0.55,-2.5,,,,,,,,,,,,,,,,,,,
Jeff Kelly,Southern Mississippi,CUSA,11.0,188.33333333333334,321.0,58.666666666666664,2352.0,7.366666666666667,6.933333333333334,17.0,10.666666666666666,132.13333333333335,97.66666666666667,9.333333333333334,-0.16666666666666666,2.6666666666666665,3,0.0,30.5,51.0,0.15000000000000213,275.5,-0.3500000000000001,-0.44999999999999973,-3.0,0.0,-8.199999999999996,22.5,45.0,0.75,1.0,,,,,,,,,,,,,,,,,,,
Dan Ellis,Virginia,ACC,9.5,136.0,234.0,57.85,1846.0,7.85,7.699999999999999,13.5,7.0,136.55,60.0,56.0,0.95,0.5,2,-1.0,-40.0,-48.0,-5.299999999999997,-408.0,-0.10000000000000053,-0.20000000000000018,-13.0,-6.0,-16.900000000000006,-8.0,50.0,0.8999999999999999,,,,,,,,,,,,,,,,,,,,
Butchie Washington,Akron,MAC,11.0,137.0,261.5,52.55,2107.5,8.05,7.4,14.5,10.0,130.65,67.0,69.5,1.2,1.0,2,0.0,12.0,43.0,-4.100000000000001,423.0,0.29999999999999893,0.39999999999999947,5.0,2.0,1.5,-30.0,59.0,1.4,-2.0,,,,,,,,,,,,,,,,,,,
Chris Finlen,Northern Illinois,MAC,11.0,138.33333333333334,253.66666666666666,55.4,1814.6666666666667,7.333333333333333,6.5,12.333333333333334,9.666666666666666,125.36666666666666,62.666666666666664,85.0,1.4333333333333333,3.3333333333333335,3,0.0,24.0,66.0,-4.549999999999997,242.5,-0.7999999999999998,-0.3500000000000001,1.0,-1.0,-11.649999999999999,13.5,23.5,0.09999999999999998,1.5,,,,,,,,,,,,,,,,,,,
Sage Rosenfels,Iowa State,Big 12,11.0,149.5,284.0,52.85,2039.5,7.25,6.05,9.0,11.5,116.35,79.0,303.0,3.85,7.0,2,0.0,45.0,98.0,-2.299999999999997,517.0,-0.6999999999999993,-0.5,-2.0,1.0,-12.100000000000009,-2.0,156.0,2.1000000000000005,6.0,70.0,2001,Sage Rosenfels,QB,23.0,14.0,Iowa State,76,228,4.74,34.0,,107.0,7.07,4.29,Washington Redskins ,4.0,109.0,2001.0
Marques Tuiasosopo,Washington,Pac-10,11.0,170.5,309.0,55.3,2183.5,7.05,6.35,13.0,11.0,121.55000000000001,132.0,467.5,3.5,6.0,2,0.0,-1.0,28.0,-5.399999999999999,-75.0,-0.9000000000000004,-0.7000000000000002,2.0,0.0,-11.299999999999997,-12.0,-147.0,-0.7999999999999998,0.0,,2001,Marques Tuiasosopo,QB,21.0,1.0,Washington,73,223,4.71,35.5,,115.0,7.36,4.35,Oakland Raiders ,2.0,59.0,2001.0
A.J. Feeley,Oregon,Pac-10,10.0,136.0,259.0,52.5,1951.0,7.5,7.6,14.0,6.0,129.0,31.0,-5.0,-0.2,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tim Hasselbeck,Boston College,Big East,10.5,134.5,244.5,54.95,1875.0,7.7,7.3,13.5,8.0,131.35,65.5,169.5,2.9000000000000004,2.0,2,-1.0,-21.0,-31.0,-1.6999999999999957,-130.0,0.40000000000000036,0.40000000000000036,5.0,2.0,8.699999999999989,-53.0,-57.0,1.4,-2.0,,2001,Tim Hasselbeck,QB,22.0,1.0,Boston Col.,73,211,4.83,33.0,,113.0,7.27,4.4,,,,
